"","srid","is_geographic","has_flipped_axes","spheroid","prime_meridian","datum","projection","unit","axis_1_name","axis_1_orientation","axis_2_name","axis_2_orientation"
"4406",32055,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927","Transverse_Mercator","US survey foot","X","East","Y","North"
"4407",32056,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927","Transverse_Mercator","US survey foot","X","East","Y","North"
"4408",32057,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927","Transverse_Mercator","US survey foot","X","East","Y","North"
"4409",32058,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927","Transverse_Mercator","US survey foot","X","East","Y","North"
"4410",32061,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927","Lambert_Conformal_Conic_1SP","metre","X","East","Y","North"
"4411",32062,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927","Lambert_Conformal_Conic_1SP","metre","X","East","Y","North"
"4412",32064,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927","Transverse_Mercator","US survey foot","X","East","Y","North"
"4413",32065,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927","Transverse_Mercator","US survey foot","X","East","Y","North"
"4414",32066,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927","Transverse_Mercator","US survey foot","X","East","Y","North"
"4415",32067,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927","Transverse_Mercator","US survey foot","X","East","Y","North"
"4416",32074,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927","Transverse_Mercator","US survey foot","X","East","Y","North"
"4417",32075,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927","Transverse_Mercator","US survey foot","X","East","Y","North"
"4418",32076,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927","Transverse_Mercator","US survey foot","X","East","Y","North"
"4419",32077,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927","Transverse_Mercator","US survey foot","X","East","Y","North"
"4420",32081,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927","Transverse_Mercator","metre","Easting","East","Northing","North"
"4421",32082,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927","Transverse_Mercator","metre","Easting","East","Northing","North"
"4422",32083,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927","Transverse_Mercator","metre","Easting","East","Northing","North"
"4423",32084,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927","Transverse_Mercator","metre","Easting","East","Northing","North"
"4424",32085,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927","Transverse_Mercator","metre","Easting","East","Northing","North"
"4425",32086,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927","Transverse_Mercator","metre","Easting","East","Northing","North"
"4426",32098,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4427",32099,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"4428",32100,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4429",32104,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4430",32107,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","X","East","Y","North"
"4431",32108,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","X","East","Y","North"
"4432",32109,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","X","East","Y","North"
"4433",32110,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","X","East","Y","North"
"4434",32111,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","X","East","Y","North"
"4435",32112,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","X","East","Y","North"
"4436",32113,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","X","East","Y","North"
"4437",32114,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","X","East","Y","North"
"4438",32115,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","X","East","Y","North"
"4439",32116,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","X","East","Y","North"
"4440",32117,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","X","East","Y","North"
"4441",32118,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4442",32119,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4443",32120,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4444",32121,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4445",32122,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4446",32123,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4447",32124,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4448",32125,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4449",32126,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4450",32127,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4451",32128,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4452",32129,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4453",32130,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","X","East","Y","North"
"4454",32133,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4455",32134,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4456",32135,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4457",32136,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4458",32137,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4459",32138,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4460",32139,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4461",32140,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4462",32141,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4463",32142,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4464",32143,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4465",32144,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4466",32145,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","X","East","Y","North"
"4467",32146,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4468",32147,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4469",32148,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4470",32149,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4471",32150,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4472",32151,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4473",32152,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4474",32153,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4475",32154,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4476",32155,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","X","East","Y","North"
"4477",32156,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","X","East","Y","North"
"4478",32157,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","X","East","Y","North"
"4479",32158,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","X","East","Y","North"
"4480",32161,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4481",32164,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","US survey foot","X","East","Y","North"
"4482",32165,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","US survey foot","X","East","Y","North"
"4483",32166,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","US survey foot","X","East","Y","North"
"4484",32167,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","US survey foot","X","East","Y","North"
"4485",32180,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","X","East","Y","North"
"4486",32181,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","E(X)","East","N(Y)","North"
"4487",32182,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","E(X)","East","N(Y)","North"
"4488",32183,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","E(X)","East","N(Y)","North"
"4489",32184,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","E(X)","East","N(Y)","North"
"4490",32185,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","E(X)","East","N(Y)","North"
"4491",32186,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","E(X)","East","N(Y)","North"
"4492",32187,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","E(X)","East","N(Y)","North"
"4493",32188,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","E(X)","East","N(Y)","North"
"4494",32189,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","E(X)","East","N(Y)","North"
"4495",32190,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","E(X)","East","N(Y)","North"
"4496",32191,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","Easting","East","Northing","North"
"4497",32192,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","Easting","East","Northing","North"
"4498",32193,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","Easting","East","Northing","North"
"4499",32194,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","Easting","East","Northing","North"
"4500",32195,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","Easting","East","Northing","North"
"4501",32196,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","Easting","East","Northing","North"
"4502",32197,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","metre","Easting","East","Northing","North"
"4503",32198,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4504",32199,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"4505",32201,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4506",32202,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4507",32203,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4508",32204,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4509",32205,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4510",32206,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4511",32207,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4512",32208,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4513",32209,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4514",32210,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4515",32211,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4516",32212,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4517",32213,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4518",32214,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4519",32215,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4520",32216,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4521",32217,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4522",32218,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4523",32219,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4524",32220,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4525",32221,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4526",32222,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4527",32223,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4528",32224,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4529",32225,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4530",32226,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4531",32227,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4532",32228,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4533",32229,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4534",32230,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4535",32231,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4536",32232,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4537",32233,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4538",32234,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4539",32235,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4540",32236,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4541",32237,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4542",32238,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4543",32239,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4544",32240,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4545",32241,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4546",32242,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4547",32243,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4548",32244,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4549",32245,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4550",32246,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4551",32247,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4552",32248,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4553",32249,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4554",32250,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4555",32251,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4556",32252,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4557",32253,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4558",32254,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4559",32255,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4560",32256,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4561",32257,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4562",32258,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4563",32259,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4564",32260,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4565",32301,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4566",32302,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4567",32303,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4568",32304,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4569",32305,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4570",32306,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4571",32307,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4572",32308,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4573",32309,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4574",32310,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4575",32311,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4576",32312,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4577",32313,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4578",32314,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4579",32315,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4580",32316,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4581",32317,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4582",32318,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4583",32319,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4584",32320,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4585",32321,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4586",32322,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4587",32323,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4588",32324,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4589",32325,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4590",32326,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4591",32327,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4592",32328,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4593",32329,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4594",32330,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4595",32331,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4596",32332,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4597",32333,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4598",32334,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4599",32335,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4600",32336,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4601",32337,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4602",32338,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4603",32339,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4604",32340,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4605",32341,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4606",32342,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4607",32343,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4608",32344,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4609",32345,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4610",32346,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4611",32347,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4612",32348,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4613",32349,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4614",32350,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4615",32351,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4616",32352,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4617",32353,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4618",32354,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4619",32355,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4620",32356,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4621",32357,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4622",32358,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4623",32359,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4624",32360,0,0,"WGS 72","Greenwich","WGS_1972","Transverse_Mercator","metre","Easting","East","Northing","North"
"4625",32401,0,0,"WGS 72","Greenwich","WGS_1972_Transit_Broadcast_Ephemeris","Transverse_Mercator","metre","Easting","East","Northing","North"
"4626",32402,0,0,"WGS 72","Greenwich","WGS_1972_Transit_Broadcast_Ephemeris","Transverse_Mercator","metre","Easting","East","Northing","North"
"4627",32403,0,0,"WGS 72","Greenwich","WGS_1972_Transit_Broadcast_Ephemeris","Transverse_Mercator","metre","Easting","East","Northing","North"
"4628",32404,0,0,"WGS 72","Greenwich","WGS_1972_Transit_Broadcast_Ephemeris","Transverse_Mercator","metre","Easting","East","Northing","North"
"4629",32405,0,0,"WGS 72","Greenwich","WGS_1972_Transit_Broadcast_Ephemeris","Transverse_Mercator","metre","Easting","East","Northing","North"
"4630",32406,0,0,"WGS 72","Greenwich","WGS_1972_Transit_Broadcast_Ephemeris","Transverse_Mercator","metre","Easting","East","Northing","North"
"4631",32407,0,0,"WGS 72","Greenwich","WGS_1972_Transit_Broadcast_Ephemeris","Transverse_Mercator","metre","Easting","East","Northing","North"
"4632",32408,0,0,"WGS 72","Greenwich","WGS_1972_Transit_Broadcast_Ephemeris","Transverse_Mercator","metre","Easting","East","Northing","North"
"4633",32409,0,0,"WGS 72","Greenwich","WGS_1972_Transit_Broadcast_Ephemeris","Transverse_Mercator","metre","Easting","East","Northing","North"
